,price,bathrooms,sqft_living,grade,sqft_living15
2926,265000.0,2.0,1380,7,1260
2927,167000.0,1.0,780,6,930
2928,500000.0,2.25,2080,8,1800
2929,700000.0,1.0,1410,6,1640
2930,295000.0,1.0,520,6,1030
2931,1010000.0,3.5,3500,9,2430
2932,209000.0,1.0,840,6,920
2933,276000.0,1.75,2240,7,1740
2934,380000.0,2.5,2100,8,2090
2935,315000.0,1.5,1750,7,1680
2936,685530.0,2.5,3130,9,2780
2937,254600.0,2.0,1470,7,1390
2938,230000.0,2.0,1440,6,1120
2939,335000.0,3.0,1430,8,1020
2940,550000.0,2.5,2170,7,1940
2941,123300.0,1.0,1150,7,1360
2942,275436.0,2.75,2170,7,1490
2943,325000.0,3.5,2630,7,1920
2944,635000.0,2.5,2490,9,3170
2945,513000.0,1.75,1710,7,920
2946,580000.0,2.5,2130,8,3030
2947,225000.0,1.0,940,7,1270
2948,265000.0,1.0,1400,7,1570
2949,313000.0,1.75,1630,7,1630
2950,296000.0,1.0,1370,7,1330
2951,655500.0,2.75,2380,8,1950
2952,250750.0,1.75,2140,8,1640
2953,438000.0,2.5,1970,8,2590
2954,590000.0,2.75,2550,8,2180
2955,329500.0,1.0,1080,7,1100
2956,1195000.0,2.25,3070,10,3130
2957,415000.0,1.0,1470,6,1670
2958,900000.0,2.5,3620,10,2950
2959,378000.0,1.5,1050,7,1460
2960,474000.0,1.0,1050,6,1760
2961,464000.0,1.0,1320,7,1660
2962,310000.0,1.0,1210,7,1210
2963,580000.0,1.5,1860,7,1670
2964,999000.0,2.75,2830,8,2120
2965,510000.0,1.0,810,6,1920
2966,650000.0,1.5,1630,7,2320
2967,196000.0,1.0,880,7,880
2968,220000.0,1.75,1660,6,1670
2969,855000.0,2.25,3440,10,3170
2970,483000.0,1.75,2110,8,1990
2971,400000.0,1.0,1060,7,1550
2972,435000.0,2.5,1900,8,2650
2973,219500.0,1.0,820,8,1770
2974,2950000.0,3.5,4860,12,3580
2975,427000.0,2.5,2050,7,2050
2976,430000.0,1.5,1090,7,1390
2977,685000.0,1.5,1090,7,1390
2978,495000.0,1.5,1920,7,2070
2979,299950.0,2.5,1870,7,1870
2980,390000.0,1.75,2690,7,1920
2981,385000.0,1.75,2160,7,1590
2982,740000.0,2.5,3000,9,3140
2983,991700.0,3.0,2290,9,1610
2984,765000.0,2.75,2250,9,2060
2985,802000.0,2.25,2130,8,2550
2986,950000.0,2.75,2500,8,2650
2987,392000.0,2.5,2300,7,2300
2988,590000.0,2.5,3360,8,2650
2989,425000.0,2.5,1920,7,1530
2990,765000.0,1.75,2440,8,2390
2991,313500.0,2.25,1440,7,1390
2992,320000.0,1.0,1780,6,1410
2993,604000.0,1.75,1490,8,1380
2994,570000.0,2.0,1400,8,1540
2995,639000.0,2.5,2150,8,1800
2996,335000.0,2.0,1910,7,1820
2997,896000.0,1.75,2660,8,2100
2998,259500.0,1.75,1650,7,1470
2999,637000.0,2.0,1980,7,1260
3000,307450.0,2.75,2690,8,1990
3001,535000.0,1.75,1380,7,1820
3002,669500.0,2.25,2500,7,1410
3003,259000.0,1.75,1590,7,1150
3004,441000.0,1.5,1100,7,2020
3005,228800.0,2.5,1470,7,1460
3006,530000.0,2.0,1680,8,1570
3007,524000.0,2.0,1450,6,2170
3008,430000.0,2.25,2020,8,1410
3009,1325000.0,3.25,2470,9,2470
3010,210000.0,1.0,1230,7,1230
3011,449000.0,2.5,1850,7,1010
3012,945000.0,2.5,2540,9,1330
3013,200450.0,1.0,970,6,1000
3014,219950.0,1.5,1070,6,1030
3015,659500.0,3.0,2620,8,2630
3016,746000.0,2.75,2110,8,2420
3017,540000.0,1.75,2110,8,1810
3018,485000.0,2.0,1910,7,1030
3019,202000.0,1.0,670,6,740
3020,2525000.0,5.5,6930,11,2560
3021,502000.0,2.75,2010,8,2200
3022,279000.0,2.75,1770,8,1600
3023,409500.0,1.0,1340,7,1270
3024,453000.0,2.0,1660,7,1660
3025,367000.0,1.0,1820,6,1140
3026,550000.0,2.5,2510,9,1840
3027,273500.0,1.5,1560,7,1820
3028,505000.0,3.0,2280,7,1540
3029,770000.0,2.5,2650,9,2550
3030,565000.0,2.25,2470,8,2270
3031,316000.0,0.75,1270,7,1300
3032,160000.0,1.0,1520,7,1520
3033,170000.0,1.0,1310,7,1330
3034,235000.0,1.0,1310,7,1330
3035,1799000.0,3.5,3930,12,4250
3036,310000.0,1.0,990,7,1200
3037,285000.0,1.75,2080,7,1780
3038,280000.0,1.0,960,6,1010
3039,2298000.0,4.25,4070,10,3430
3040,763776.0,2.5,2750,9,2810
3041,530000.0,2.75,3230,8,2910
3042,362000.0,1.0,890,7,1670
3043,430000.0,1.0,990,6,990
3044,456500.0,1.0,1290,7,1290
3045,445000.0,2.5,2170,7,1430
3046,386900.0,1.0,1330,7,1460
3047,479000.0,1.0,1340,7,1430
3048,525000.0,2.5,2200,8,2400
3049,272000.0,1.75,2520,7,2090
3050,517000.0,1.0,1180,7,1580
3051,615000.0,1.75,2660,8,1950
3052,439000.0,1.75,1250,7,1460
3053,716000.0,2.5,2270,10,2580
3054,308000.0,1.0,1080,7,2100
3055,800000.0,2.25,1620,8,1210
3056,575000.0,2.0,940,7,1420
3057,219950.0,1.5,1620,7,1610
3058,770000.0,2.5,2350,8,2460
3059,424950.0,1.75,2090,7,1510
3060,387000.0,2.25,1760,7,1910
3061,790000.0,1.75,2050,8,2440
3062,156000.0,1.0,600,5,1290
3063,580000.0,1.0,2540,8,2160
3064,490000.0,2.25,2090,8,1800
3065,950000.0,3.25,2700,9,1940
3066,400000.0,2.5,1410,8,1410
3067,325000.0,2.5,1170,8,1350
3068,365000.0,2.5,2540,9,2810
3069,255000.0,1.75,2190,7,1610
3070,985000.0,3.5,3890,9,3080
3071,595000.0,2.5,2030,7,1610
3072,427500.0,1.0,1350,7,1350
3073,728000.0,1.5,1940,8,1940
3074,549950.0,1.0,1260,7,1780
3075,650000.0,2.0,2800,7,2260
3076,1125000.0,3.25,3080,9,2810
3077,203000.0,1.0,840,6,920
3078,311000.0,1.0,860,6,1380
3079,387500.0,2.0,2400,6,1290
3080,370000.0,2.0,1640,7,1500
3081,228000.0,1.0,1060,6,1550
3082,740000.0,1.75,2080,7,1310
3083,200000.0,2.0,2090,7,1550
3084,660000.0,1.0,1240,7,1650
3085,275000.0,2.0,2030,7,1190
3086,708000.0,1.0,1120,7,1510
3087,280000.0,2.5,1270,8,1270
3088,325000.0,2.5,2260,8,2450
3089,495000.0,2.5,1780,7,1890
3090,691000.0,2.0,1780,7,1690
3091,2288000.0,2.5,4080,11,4080
3092,329500.0,2.5,2120,7,2330
3093,348000.0,2.5,2060,9,2480
3094,425000.0,1.0,1670,7,1670
3095,210000.0,1.0,1080,6,1380
3096,285000.0,1.0,1210,6,1100
3097,222000.0,1.0,990,6,1120
3098,200000.0,2.5,1720,7,1520
3099,247500.0,2.0,1530,7,1750
3100,1500000.0,5.5,6550,11,4110
3101,190000.0,1.75,1100,6,1350
3102,975000.0,2.5,3020,9,2300
3103,1130000.0,3.0,3180,9,2720
3104,283200.0,1.75,1830,8,2020
3105,650000.0,2.5,2540,8,2110
3106,449500.0,2.0,1770,7,2010
3107,400000.0,1.75,1470,7,1790
3108,89950.0,1.0,570,5,890
3109,158800.0,1.0,960,6,1110
3110,870000.0,3.0,2940,9,2240
3111,196000.0,1.5,1000,6,1610
3112,850000.0,1.75,2450,8,2280
3113,775000.0,2.5,3310,9,3010
3114,483500.0,2.5,1670,8,1670
3115,387000.0,1.5,1620,7,1600
3116,900000.0,3.0,2990,10,1750
3117,336000.0,1.5,1240,7,1050
3118,415000.0,1.0,670,6,1240
3119,380000.0,0.0,1470,8,1470
3120,350000.0,1.5,1320,6,1350
3121,1320000.0,5.25,6110,11,4190
3122,765000.0,1.75,2440,8,2530
3123,527000.0,2.5,2900,8,2900
3124,524000.0,2.75,2310,8,1100
3125,448000.0,1.0,1110,6,1300
3126,775000.0,3.25,4100,9,3770
3127,176500.0,1.0,930,5,930
3128,750000.0,2.25,2420,8,2210
3129,1265000.0,2.25,2870,8,2370
3130,250000.0,1.0,1480,7,1480
3131,759000.0,2.75,1960,8,2440
3132,640000.0,2.0,1470,7,1700
3133,990000.0,3.25,2460,8,2370
3134,395000.0,1.75,1960,7,1290
3135,275000.0,1.5,1160,7,1160
3136,390000.0,2.5,1910,8,2460
3137,752500.0,2.75,2720,8,1670
3138,450000.0,1.0,1020,6,1490
3139,473000.0,1.0,900,7,1400
3140,178500.0,1.75,1120,7,1250
3141,485000.0,2.5,2340,8,2700
3142,215000.0,1.5,1410,7,1440
3143,589000.0,1.75,1920,7,1840
3144,325000.0,1.75,1370,6,1650
3145,580000.0,2.5,1590,8,1620
3146,181100.0,1.75,1850,7,1460
3147,345000.0,2.0,1430,7,1540
3148,781000.0,1.75,1940,8,2250
3149,402500.0,1.0,1270,7,1420
3150,426000.0,1.5,1380,7,1220
3151,389000.0,2.5,1720,7,2220
3152,670000.0,3.0,4050,8,3660
3153,1506000.0,3.25,3660,10,3240
3154,288400.0,2.25,1870,7,1620
3155,700000.0,2.0,2230,7,1520
3156,830000.0,3.0,2020,8,1400
3157,1899000.0,2.75,3690,12,2310
3158,350500.0,1.0,1450,7,1240
3159,431000.0,1.75,1630,7,1600
3160,485000.0,2.5,1840,8,1970
3161,780000.0,1.5,1620,8,2440
3162,720000.0,1.5,1840,8,1880
3163,415000.0,1.0,1360,7,2040
3164,480000.0,1.0,2080,7,1280
3165,452250.0,2.25,2550,7,2440
3166,316000.0,2.5,2550,8,1840
3167,700000.0,1.0,1160,6,1510
3168,285000.0,2.0,1760,7,1510
3169,575000.0,1.75,1720,7,1720
3170,590000.0,2.25,2300,8,2500
3171,587500.0,1.75,2500,8,2170
3172,364000.0,2.25,1750,8,1750
3173,490000.0,2.5,1890,8,2080
3174,410000.0,2.25,1800,8,2730
3175,520000.0,2.5,2160,9,2160
3176,389000.0,1.0,1380,7,1610
3177,450000.0,1.0,1180,7,1600
3178,325000.0,2.5,2550,7,2550
3179,660000.0,1.0,1070,7,1400
3180,850000.0,2.25,2870,10,1310
3181,285000.0,2.5,1940,7,1860
3182,395000.0,1.0,870,7,1570
3183,440000.0,2.0,1550,7,1550
3184,249000.0,1.75,1400,6,2320
3185,635000.0,1.75,1210,8,2020
3186,515000.0,2.5,3430,9,2460
3187,1400000.0,3.25,3020,9,3020
3188,200000.0,1.0,950,6,1620
3189,1135000.0,2.75,3370,9,2120
3190,445000.0,1.0,1460,6,1560
3191,555000.0,1.5,1740,7,1660
3192,537000.0,2.0,1720,7,1280
3193,315000.0,1.75,1480,7,1480
3194,805000.0,2.5,3320,9,3060
3195,414000.0,2.5,3490,8,2540
3196,375000.0,1.5,1160,7,1458
3197,401000.0,1.75,3010,8,2040
3198,210000.0,1.0,1030,7,1730
3199,365000.0,1.0,980,7,1430
3200,178000.0,1.5,1990,7,1860
3201,710000.0,1.0,1790,7,1310
3202,255000.0,1.0,810,6,1440
3203,528000.0,2.25,2940,8,2620
3204,537000.0,4.25,4883,10,3736
3205,442000.0,1.5,1360,7,1520
3206,375000.0,1.75,1370,7,1430
3207,637250.0,2.5,2120,9,2120
3208,427500.0,1.75,1240,7,1640
3209,700000.0,2.5,2770,8,2650
3210,680000.0,1.75,1660,7,2060
3211,393820.0,2.0,1170,7,1360
3212,525000.0,2.75,2470,7,1500
3213,505000.0,1.75,1310,7,1510
3214,555565.0,2.0,1670,7,2210
3215,650000.0,1.75,1660,7,3110
3216,632500.0,3.25,3500,8,2820
3217,269000.0,2.5,1440,7,1890
3218,405000.0,2.75,2360,7,2160
3219,845000.0,3.5,3460,10,3350
3220,234000.0,1.0,1750,7,1400
3221,638000.0,1.75,1470,7,1480
3222,290000.0,1.75,1710,7,1180
3223,262000.0,0.75,520,3,1340
3224,270000.0,2.5,2350,8,3010
3225,875000.0,2.25,2380,9,1780
3226,299000.0,2.25,1920,8,2170
3227,551000.0,1.0,1580,7,1580
3228,350000.0,2.75,3070,7,2570
3229,1901000.0,2.5,2660,10,2660
3230,511718.0,1.75,1700,6,1690
3231,965000.0,3.25,5010,9,3140
3232,475000.0,2.25,2680,7,2460
3233,1062000.0,2.75,2720,8,1600
3234,252000.0,1.0,940,6,1370
3235,580000.0,2.5,3596,8,1894
3236,374950.0,2.25,1240,8,1260
3237,739000.0,4.0,4660,9,3380
3238,271000.0,1.75,1710,7,1730
3239,230000.0,1.0,930,6,1370
3240,210000.0,2.25,1430,7,1430
3241,350000.0,2.75,1650,7,1320
3242,491500.0,2.25,1560,7,2190
3243,325000.0,2.5,1870,7,1380
3244,190000.0,2.0,1320,7,1420
3245,658600.0,2.0,1400,7,1400
3246,299950.0,1.5,1940,7,2000
3247,464000.0,2.0,2000,6,1330
3248,308000.0,1.0,1640,6,1500
3249,625000.0,1.0,1020,6,1870
3250,240000.0,1.75,1630,7,1280
3251,530000.0,2.5,2940,9,2890
3252,1000000.0,4.5,2120,8,2870
3253,439000.0,1.0,790,7,1580
3254,575000.0,1.75,2020,6,1440
3255,418000.0,1.75,1530,7,1580
3256,1208000.0,3.75,3250,9,2340
3257,1100000.0,3.75,2930,9,1900
3258,1900000.0,3.75,3150,10,2510
3259,580000.0,2.5,2180,9,2630
3260,380000.0,1.0,1040,7,1930
3261,256000.0,1.0,880,5,980
3262,349950.0,1.0,1400,8,1400
3263,691500.0,2.5,2600,7,1790
3264,556000.0,1.75,1590,7,1420
3265,218000.0,2.25,1610,8,2170
3266,425000.0,2.0,1390,7,1900
3267,935000.0,3.25,3710,10,1680
3268,732000.0,1.75,2360,9,2290
3269,805500.0,1.0,1440,7,2080
3270,507250.0,1.75,1400,6,1500
3271,800000.0,2.5,4600,10,4600
3272,600000.0,2.25,2100,8,2420
3273,627800.0,1.75,2010,9,2200
3274,660000.0,2.25,2550,7,2010
3275,153503.0,2.5,1240,7,1400
3276,456500.0,2.25,2090,7,1960
3277,1306000.0,2.5,2770,9,2070
3278,843500.0,2.5,3560,11,3290
3279,625000.0,1.0,1240,7,2060
3280,527000.0,1.75,1640,7,1980
3281,1965000.0,3.75,3940,9,2370
3282,1003000.0,2.5,3150,9,3600
3283,855000.0,3.0,2550,8,1590
3284,725000.0,3.25,3940,9,3420
3285,315000.0,1.0,580,6,1360
3286,180000.0,1.75,1330,7,1330
3287,700000.0,1.0,930,7,1760
3288,476500.0,1.0,1060,7,2010
3289,193000.0,1.5,1180,7,1460
3290,295000.0,2.5,1850,7,1850
3291,363000.0,1.0,820,6,1320
3292,875000.0,2.5,3600,11,3410
3293,257200.0,2.0,1850,7,1580
3294,555000.0,2.0,2240,8,2200
3295,380000.0,2.25,1860,7,1110
3296,282000.0,2.75,2390,7,1980
3297,545000.0,2.5,2040,7,1380
3298,550000.0,1.5,1900,7,2090
3299,921500.0,1.5,1900,7,2090
3300,885000.0,1.5,2200,7,2440
3301,820000.0,2.25,2280,8,1720
3302,289000.0,1.0,1090,6,1090
3303,334000.0,1.0,670,7,1170
3304,206000.0,1.0,1050,5,970
3305,491950.0,2.25,2090,7,1740
3306,430000.0,2.5,2030,8,1360
3307,208000.0,2.0,1250,7,1540
3308,245000.0,2.25,2600,8,2110
3309,426000.0,1.0,640,6,1460
3310,400000.0,2.5,2120,7,2250
3311,553000.0,1.0,1330,7,1500
3312,296000.0,1.0,750,5,1450
3313,428000.0,2.5,2230,8,2400
3314,325000.0,2.5,1890,7,1590
3315,294000.0,1.0,820,6,1580
3316,410000.0,1.75,1880,7,1970
3317,590000.0,4.25,2360,8,2037
3318,445000.0,2.25,1850,7,1650
3319,921000.0,2.5,2310,8,2530
3320,496000.0,1.5,2520,8,1470
3321,95000.0,1.0,800,7,1490
3322,359000.0,1.75,1580,6,1180
3323,452500.0,2.5,2430,7,1560
3324,555000.0,1.75,2350,7,1800
3325,549900.0,3.0,3800,9,2580
3326,569000.0,3.0,3670,8,2720
3327,318500.0,2.0,1780,7,1480
3328,487028.0,1.5,1295,9,1295
3329,240000.0,1.0,1350,7,1470
3330,253000.0,2.25,1440,7,1590
3331,380000.0,1.75,1320,7,2360
3332,250000.0,0.75,700,6,2010
3333,368500.0,1.75,2510,9,2400
3334,340000.0,1.0,3180,8,2180
3335,400000.0,1.0,910,7,1060
3336,835000.0,2.0,1570,8,1760
3337,299000.0,2.5,2450,8,1960
3338,1675000.0,2.25,4910,10,3280
3339,265000.0,2.0,1570,7,1570
3340,437500.0,2.5,2680,8,2640
3341,865000.0,1.75,2090,7,1280
3342,626000.0,2.0,2150,8,2510
3343,247300.0,2.0,1140,7,1140
3344,2075000.0,3.5,4230,11,3980
3345,425000.0,1.0,1790,8,1060
3346,905000.0,3.5,3100,9,2700
3347,641250.0,2.5,2220,10,2200
3348,675000.0,2.5,2370,8,2290
3349,845000.0,2.75,4070,9,2970
3350,401500.0,1.0,1790,7,1470
3351,395000.0,2.5,1610,7,1300
3352,1100000.0,2.75,2830,7,2370
3353,145000.0,1.0,1010,6,1740
3354,900000.0,1.0,1560,8,1700
3355,374500.0,1.5,1330,7,1370
3356,850000.0,2.25,2330,8,1880
3357,490000.0,1.0,960,7,1520
3358,304000.0,2.5,1710,8,2220
3359,400000.0,2.25,2230,7,2010
3360,454000.0,2.0,1700,8,1460
3361,160000.0,2.0,1040,6,1350
3362,542000.0,1.75,1070,7,1540
3363,403500.0,2.5,3600,8,2620
3364,418000.0,2.5,2750,7,2610
3365,406000.0,1.5,1920,7,1920
3366,242500.0,2.25,1770,7,1270
3367,425000.0,2.5,2460,9,2460
3368,613000.0,2.0,1550,7,1680
3369,189000.0,2.0,1460,7,1540
3370,700000.0,2.25,2440,7,1720
3371,750000.0,1.0,1640,7,1770
3372,494000.0,1.0,1290,7,1640
3373,700000.0,3.0,3150,9,2970
3374,705000.0,2.5,2305,8,1440
3375,356000.0,1.75,1060,7,1790
3376,625000.0,1.75,2060,7,1850
3377,144975.0,1.0,900,5,1350
3378,970000.0,4.5,3890,11,4170
3379,415000.0,1.75,1910,7,1550
3380,485000.0,3.0,2340,8,1440
3381,799950.0,3.0,2900,10,2900
3382,783350.0,2.5,3290,10,4090
3383,430000.0,1.0,630,7,1090
3384,2544750.0,4.75,5410,10,3750
3385,975000.0,2.5,4270,10,3630
3386,950000.0,1.5,1700,7,2920
3387,350000.0,1.0,1430,7,1820
3388,637000.0,2.75,2850,8,1510
3389,895000.0,2.0,2160,10,2760
3390,579000.0,2.0,1760,7,1760
3391,314900.0,1.75,2700,7,2460
3392,122000.0,1.0,860,6,1300
3393,405000.0,1.0,880,7,1300
3394,553650.0,2.5,1360,8,1430
3395,369900.0,2.5,1770,8,1770
3396,225000.0,2.0,2030,7,1980
3397,160000.0,1.0,1180,6,1780
3398,449500.0,2.0,2430,8,2220
3399,650000.0,1.0,1300,7,1300
3400,542126.0,2.5,2360,8,2850
3401,309950.0,1.5,1200,7,1210
3402,115000.0,1.0,1000,5,1350
3403,221700.0,1.5,1556,7,2250
3404,726000.0,2.5,1890,8,1010
3405,515000.0,1.75,1810,7,1260
3406,756000.0,2.5,2730,9,3090
3407,1570000.0,3.75,3070,9,2940
3408,442000.0,2.25,2080,8,2110
3409,260000.0,2.0,1620,7,1710
3410,390000.0,1.75,1150,7,1440
3411,459500.0,1.0,1250,7,1370
3412,330000.0,1.5,1430,7,1410
3413,189000.0,1.0,790,6,1110
3414,280000.0,1.0,1200,7,1540
3415,400000.0,1.75,2110,7,1480
3416,368000.0,2.0,3160,6,1020
3417,390000.0,1.75,2700,8,2220
3418,245000.0,1.0,820,6,1030
3419,375000.0,2.5,1800,7,1780
3420,465000.0,1.5,1750,6,1560
3421,445000.0,2.0,1540,7,1250
3422,250000.0,1.0,1130,7,1170
3423,475500.0,1.0,1500,8,1440
3424,672324.0,1.75,1600,8,2310
3425,420000.0,2.0,1200,6,1510
3426,515000.0,2.0,1690,7,1690
3427,732350.0,2.5,2270,9,2450
3428,297500.0,2.5,1910,7,2020
3429,475000.0,1.5,1640,8,1490
3430,414000.0,2.5,2120,7,2230
3431,357250.0,1.5,1400,6,1260
3432,289950.0,1.0,760,6,950
3433,550000.0,1.0,1070,6,1290
3434,446000.0,1.75,1460,7,1460
3435,279000.0,1.5,1280,5,1590
3436,370000.0,2.25,1650,7,1890
3437,216000.0,2.0,1260,6,1300
3438,1100000.0,2.5,2200,7,3050
3439,1280600.0,2.5,3560,8,3680
3440,355000.0,1.5,1140,7,1500
3441,699000.0,2.5,2550,9,2330
3442,412000.0,2.5,1553,8,1509
3443,276000.0,1.0,1140,6,1110
3444,100000.0,1.0,790,6,1380
3445,955500.0,1.75,2130,8,1900
3446,199000.0,1.0,1390,7,1560
3447,762000.0,3.5,4000,9,3550
3448,425000.0,2.0,1520,7,1520
3449,546000.0,1.0,1657,7,2050
3450,419600.0,1.75,1680,7,1890
3451,735000.0,2.25,2270,8,1800
3452,1234570.0,2.5,2470,11,2440
3453,445000.0,2.0,1240,7,1660
3454,665000.0,2.0,1740,8,2630
3455,1290000.0,3.5,4090,11,1880
3456,508500.0,2.75,2520,8,2520
3457,345950.0,1.0,1340,8,1390
3458,207500.0,1.0,1640,7,1200
3459,1075000.0,2.5,3000,8,2380
3460,640000.0,1.0,1210,8,1560
3461,329500.0,1.0,1810,7,1400
3462,460000.0,2.75,2200,8,2120
3463,1230000.0,1.75,2200,8,2850
3464,805000.0,3.0,2350,7,1840
3465,200000.0,1.5,1090,6,1230
3466,749700.0,1.75,2280,8,2460
3467,288000.0,1.5,1430,7,1430
3468,535000.0,1.0,1520,7,1470
3469,330000.0,2.25,1620,7,1620
3470,479200.0,2.0,1510,7,1500
3471,373000.0,2.5,3001,8,2340
3472,355000.0,1.5,2020,7,1710
3473,275000.0,2.0,1380,7,1620
3474,380000.0,1.5,1520,7,1660
3475,417000.0,1.75,1090,7,1390
3476,1165000.0,3.75,4220,11,4630
3477,598500.0,2.25,2520,10,2510
3478,629000.0,2.0,1760,7,1380
3479,226950.0,1.0,930,6,1250
3480,1225000.0,2.5,2600,9,2840
3481,415000.0,2.25,2180,8,2350
3482,595000.0,2.5,1910,8,1940
3483,209950.0,1.75,1100,6,1050
3484,568000.0,1.75,1760,7,2320
3485,119900.0,1.0,700,6,1760
3486,207000.0,1.0,1080,7,1230
3487,195000.0,1.0,1070,7,1880
3488,324950.0,1.5,1460,7,1400
3489,210000.0,1.0,1050,6,1420
3490,1078000.0,2.75,3160,9,1890
3491,325088.0,1.0,1400,7,1500
3492,790000.0,3.0,3120,8,1580
3493,150000.0,1.0,720,5,2010
3494,790000.0,3.0,2840,10,2070
3495,255000.0,1.0,1220,6,1540
3496,697000.0,3.0,2820,7,1570
3497,457500.0,1.0,840,7,1240
3498,690000.0,2.0,1610,8,1740
3499,967000.0,3.25,1860,9,1860
3500,980000.0,1.75,2260,9,2880
3501,619420.0,2.75,2450,9,2330
3502,389000.0,1.0,850,6,1460
3503,500000.0,1.0,1800,7,1740
3504,569000.0,1.75,1230,7,2380
3505,425000.0,2.25,2060,7,1560
3506,635000.0,2.25,2750,8,1740
3507,256500.0,1.0,1120,6,1540
3508,695000.0,2.5,3010,8,2810
3509,535000.0,1.5,1580,7,1580
3510,454200.0,2.5,2630,8,2630
3511,418500.0,1.0,790,6,1460
3512,749950.0,2.75,3110,9,2790
3513,338500.0,1.75,2130,8,1750
3514,1250000.0,3.75,4520,10,3380
3515,299950.0,2.5,1600,8,1890
3516,325000.0,1.75,1950,7,1760
3517,434000.0,3.0,2010,8,2090
3518,328950.0,1.75,2550,7,2220
3519,2095000.0,3.75,5340,10,3910
3520,570000.0,2.0,2000,8,2420
3521,802000.0,2.25,2170,8,1700
3522,525000.0,1.0,1550,7,2370
3523,700000.0,3.0,2790,8,2590
3524,350000.0,1.75,1980,6,2180
3525,277500.0,1.5,1190,7,1390
3526,1575000.0,2.75,3650,10,3220
3527,195000.0,1.0,1510,6,1210
3528,222000.0,2.0,1200,7,1430
3529,865000.0,3.0,2830,8,2260
3530,445000.0,2.0,1650,7,1540
3531,495800.0,1.5,1710,7,1740
3532,548500.0,1.0,1740,7,1720
3533,310000.0,1.75,1840,7,1590
3534,205000.0,1.5,1820,7,1740
3535,470000.0,3.75,3860,7,3000
3536,430000.0,1.5,1810,7,2480
3537,310000.0,2.0,1030,7,1439
3538,355000.0,1.0,1410,7,1330
3539,621500.0,2.5,2140,8,2600
3540,175000.0,1.5,1930,7,1780
3541,326000.0,1.5,1930,7,1780
3542,690000.0,3.5,1930,7,1500
3543,335000.0,2.5,2210,8,2270
3544,197000.0,1.0,1360,7,1340
3545,312500.0,1.75,1830,7,1790
3546,436000.0,2.25,2120,7,1880
3547,1015000.0,2.5,2700,8,2080
3548,805000.0,2.5,3160,9,3460
3549,652427.0,2.25,2770,8,2400
3550,1008000.0,2.5,2240,9,2900
3551,355000.0,2.5,2570,9,2520
3552,334550.0,1.0,880,7,1960
3553,557500.0,2.25,1820,8,2160
3554,277500.0,2.25,1660,7,1640
3555,300000.0,3.0,2200,6,1430
3556,325000.0,1.0,1640,7,1230
3557,402500.0,2.0,1650,7,1480
3558,461000.0,1.75,1420,7,2250
3559,540000.0,1.0,1270,7,1270
3560,385000.0,1.0,1070,7,1090
3561,480000.0,1.0,1060,7,1470
3562,539950.0,2.25,2190,8,3500
3563,529000.0,2.25,1940,9,2580
3564,417000.0,2.5,1300,7,1320
3565,405000.0,1.5,1330,7,2310
3566,299000.0,2.25,1940,8,2080
3567,299000.0,1.75,2100,7,1330
3568,372220.0,1.0,1290,7,1680
3569,494400.0,1.75,1560,6,1850
3570,280000.0,1.75,2630,7,2520
3571,277950.0,2.5,2100,7,2091
3572,770000.0,2.75,2070,8,2190
3573,760000.0,2.5,2960,10,3510
3574,230000.0,2.0,1300,7,1510
3575,525000.0,2.5,2520,9,2000
3576,307000.0,1.0,1150,7,1210
3577,253779.0,2.0,2030,6,1820
3578,405000.0,1.5,1880,8,1820
3579,360000.0,1.0,2320,6,1620
3580,521000.0,1.0,1050,6,2540
3581,680000.0,2.5,3030,9,2940
3582,355000.0,0.75,530,4,2830
3583,200000.0,1.5,1090,7,1240
3584,330000.0,2.25,2220,7,1930
3585,221000.0,2.25,1430,7,1600
3586,1598890.0,4.5,3780,11,2660
3587,310000.0,1.0,1560,6,1760
3588,862000.0,2.25,2220,8,2020
3589,200000.0,1.5,1140,7,1140
3590,630000.0,2.5,2540,7,1560
3591,432250.0,2.25,1440,7,1740
3592,478000.0,2.25,1570,7,2250
3593,249000.0,2.25,1860,7,1860
3594,495000.0,3.0,2440,9,1420
3595,630000.0,2.5,2100,7,2000
3596,550000.0,2.5,2150,8,2150
3597,350000.0,2.5,2440,8,2530
3598,270000.0,1.5,1930,7,1480
3599,488250.0,2.0,1830,7,1970
3600,248000.0,3.5,1850,7,1280
3601,889000.0,3.5,3210,9,1360
3602,375000.0,1.0,1090,6,2160
3603,933000.0,1.5,1870,7,1820
3604,625000.0,2.25,1920,8,2490
3605,328000.0,1.0,700,6,1620
3606,470000.0,2.25,3380,8,2390
3607,502500.0,2.5,2430,8,2150
3608,484000.0,1.75,1950,7,1900
3609,252500.0,1.0,900,6,1190
3610,610000.0,2.5,2060,8,2650
3611,419000.0,2.0,2180,8,2190
3612,322500.0,2.25,2140,8,2030
3613,563000.0,1.0,1730,7,1630
3614,464000.0,2.5,3140,9,2650
3615,870000.0,4.25,3010,10,2540
3616,280000.0,1.5,800,8,1020
3617,850000.0,2.5,3300,9,3280
3618,458950.0,1.0,1530,7,1580
3619,122000.0,1.0,760,6,1710
3620,525000.0,3.0,2450,7,1060
3621,286300.0,1.0,1000,7,1490
3622,218450.0,1.0,840,6,1300
3623,525000.0,1.5,1380,7,1510
3624,650000.0,1.5,1380,7,1510
3625,356000.0,2.0,2020,7,1610
